"","iso2","country","iso_name","iso3","numcode","base_disciplin","project_id","project_year","host_institute","zipcode_host","host_city","project_start","project_end","main_disciplin","main_disc_nummer","project_length","base_disc_name"
"2779","SE","Sweden","SWEDEN","SWE",752,1,121464,2008,"Dept. of Behavioural Sciences and Learning University of Linköping","SE-581 83","linköping",2008-08-01,2010-07-31,"Philosophy, psychology",101,729,"Social Sciences"
"2780","SE","Sweden","SWEDEN","SWE",752,1,124288,2008,"Fysiska Institutionen Uppsala Universitet","751 21","uppsala",2008-12-01,2010-09-30,"Philosophy, psychology",101,668,"Social Sciences"
"2781","SE","Sweden","SWEDEN","SWE",752,1,147313,2012,"Institute for Housing and Urban Research Uppsala University","80129","gävle",2013-09-01,2015-02-28,"Philosophy, psychology",101,545,"Social Sciences"
"2782","SE","Sweden","SWEDEN","SWE",752,1,124126,2008,"Mobile Life Center Interactive Institute","164 26","kista",2009-02-01,2011-05-31,"Social sciences",102,849,"Social Sciences"
"2783","SE","Sweden","SWEDEN","SWE",752,1,125538,2008,"Raoul Wallenberg Institute of Human Rights and Humanitarian Law","221 05","lund",2009-01-01,2010-06-30,"Social sciences",102,545,"Social Sciences"
"2784","SE","Sweden","SWEDEN","SWE",752,1,135975,2010,"Raoul Wallenberg Institute of Human Rights and Humanitarian Law","221 05","lund",2011-01-01,2012-01-31,"Social sciences",102,395,"Social Sciences"
"2785","SE","Sweden","SWEDEN","SWE",752,1,137472,2011,"Group of Organization Theory Department of Business Studies Uppsala University","751 20","uppsala",2011-10-01,2013-09-30,"Social sciences",102,730,"Social Sciences"
"2786","SE","Sweden","SWEDEN","SWE",752,1,140029,2011,"Umea University","90187","umea",2012-05-01,2012-12-31,"Social sciences",102,244,"Social Sciences"
"2787","SE","Sweden","SWEDEN","SWE",752,1,141327,2011,"Dep. of Industrial Management and Economics School of Technology Management and Economic Chalmers University of Technology","41296","göteborg",2011-11-01,2012-10-31,"Social sciences",102,365,"Social Sciences"
"2788","SE","Sweden","SWEDEN","SWE",752,1,143284,2012,"Department of Economics Stockholm University","10691","stockholm",2012-10-01,2013-03-31,"Social sciences",102,181,"Social Sciences"
"2789","SE","Sweden","SWEDEN","SWE",752,1,145795,2012,"Department of Social and Economic Geography  Umea University","901 87","umea",2013-01-01,2013-03-31,"Social sciences",102,89,"Social Sciences"
"2790","SE","Sweden","SWEDEN","SWE",752,1,152262,2013,"Department Business Studies Uppsala University","751 20","uppsala",2014-02-01,2015-01-31,"Social sciences",102,364,"Social Sciences"
"2791","SE","Sweden","SWEDEN","SWE",752,1,152262,2013,"Stockholm School of Economics","113 83","stockholm ",2014-02-01,2015-01-31,"Social sciences",102,364,"Social Sciences"
"2792","SE","Sweden","SWEDEN","SWE",752,1,155463,2014,"Jönköping International Business School Jönköping University","551 11","jönköping",2014-10-01,2015-09-30,"Social sciences",102,364,"Social Sciences"
"2793","SE","Sweden","SWEDEN","SWE",752,1,155474,2014,"Centre for Innovation, Research and Competence in the Learning Econonomy CIRCLE Lund University","221 00","lund",2014-09-01,2016-02-29,"Social sciences",102,546,"Social Sciences"
"2794","SE","Sweden","SWEDEN","SWE",752,1,155620,2014,"University of Uppsala","751 06","uppsala",2014-10-01,2016-03-31,"Social sciences",102,547,"Social Sciences"
"2795","SE","Sweden","SWEDEN","SWE",752,1,155272,2014,"The Nordic Africa Institute","751 47","uppsala",2014-10-01,2016-03-31,"Art studies",104,547,"Social Sciences"
"2796","SE","Sweden","SWEDEN","SWE",752,1,151606,2013,"Computational Linguistics Group Department of Linguistics Stockholm University","10691","stockholm",2014-03-01,2015-08-31,"Linguistics",105,548,"Social Sciences"
"2797","SE","Sweden","SWEDEN","SWE",752,2,123706,2008,"Department of Organic Chemistry Stockholm University","106 91","stockholm",2008-11-01,2010-12-31,"Chemistry",203,790,"Basic Sciences"
"2798","SE","Sweden","SWEDEN","SWE",752,2,155158,2014,"Department of Biochemistry and Biophysics Arrhenius Laboratories Stockholm University","106 91","stockholm",2014-09-01,2016-02-29,"Chemistry",203,546,"Basic Sciences"
"2799","SE","Sweden","SWEDEN","SWE",752,2,135034,2010,"Dept. of Theoretical High Energy Physics Lund University","22362","lund",2011-06-01,2012-10-31,"Physics",204,518,"Basic Sciences"
"2800","SE","Sweden","SWEDEN","SWE",752,2,151642,2013,"Royal Institut of Technology (KTH) Theoretical Biophysics","106 91","stockholm",2013-12-01,2015-05-31,"Physics",204,546,"Basic Sciences"
"2801","SE","Sweden","SWEDEN","SWE",752,2,127859,2009,"SICS Swedish Institute of Computer Science AB","16429","kista",2010-06-01,2011-05-31,"Engineering",205,364,"Basic Sciences"
"2802","SE","Sweden","SWEDEN","SWE",752,2,155550,2014,"Department of Chemical Engineering and Technology KTH Royal Institute of Technology","100 44","stockholm",2015-01-01,2015-12-31,"Engineering",205,364,"Basic Sciences"
"2803","SE","Sweden","SWEDEN","SWE",752,2,124298,2008,"Department of Applied Environmental Science Stockholm University","106 91","stockholm",2009-01-01,2009-12-31,"Environmental sciences",207,364,"Basic Sciences"
"2804","SE","Sweden","SWEDEN","SWE",752,2,134124,2010,"Department of Applied Environmental Science Stockholm University","106 91","stockholm",2011-05-01,2013-04-30,"Environmental sciences",207,730,"Basic Sciences"
"2805","SE","Sweden","SWEDEN","SWE",752,2,145999,2012,"Department of Applied Environmental Science Stockholm University","106 91","stockholm",2013-05-01,2013-07-31,"Environmental sciences",207,91,"Basic Sciences"
"2806","SE","Sweden","SWEDEN","SWE",752,2,147776,2013,"University of Stockholm Inst. for Applied Environmental Research","106 91","stockholm",2013-08-01,2015-01-31,"Environmental sciences",207,548,"Basic Sciences"
"2807","SE","Sweden","SWEDEN","SWE",752,2,148458,2013,"Forest Ecology and Management Swedish University of Agricultural Sciences","901 83","umeå",2013-06-01,2014-08-31,"Environmental sciences",207,456,"Basic Sciences"
"2808","SE","Sweden","SWEDEN","SWE",752,2,148771,2013,"Department of Evolutionary Biology University of Uppsala","725 36","uppsala",2013-09-01,2015-02-28,"Environmental sciences",207,545,"Basic Sciences"
"2809","SE","Sweden","SWEDEN","SWE",752,2,155603,2014,"Lund University","221 00","lund",2014-11-01,2016-04-30,"Environmental sciences",207,546,"Basic Sciences"
"2810","SE","Sweden","SWEDEN","SWE",752,2,137400,2011,"Departement of Quaternary Geology Lund University","22363","lund",2012-01-01,2012-12-31,"Earth Sciences",208,365,"Basic Sciences"
"2811","SE","Sweden","SWEDEN","SWE",752,3,121238,2008,"Department of Applied Physics Chalmers University of Technology","412 96","göteborg",2008-05-01,2009-04-30,"Basic Biology",301,364,"Biology_Med"
"2812","SE","Sweden","SWEDEN","SWE",752,3,121481,2008,"Department of Biochemistry and Biophysics Arrhenius Laboratories Stockholm University","106 91","stockholm",2008-08-01,2011-07-31,"Basic Biology",301,1094,"Biology_Med"
"2813","SE","Sweden","SWEDEN","SWE",752,3,125552,2008,"Dept. of Molecular Biology and Functional Genomics Stockholm University","106 91","stockholm",2009-12-01,2011-05-31,"Basic Biology",301,546,"Biology_Med"
"2814","SE","Sweden","SWEDEN","SWE",752,3,131491,2010,"Evolutionary Biology Centre Uppsala University","752 36","uppsala",2010-11-01,2013-01-31,"Basic Biology",301,822,"Biology_Med"
"2815","SE","Sweden","SWEDEN","SWE",752,3,133047,2010,"Department of Applied Physics Chalmers University of Technology","412 96","göteborg",2010-09-01,2011-08-31,"Basic Biology",301,364,"Biology_Med"
"2816","SE","Sweden","SWEDEN","SWE",752,3,133500,2010,"Department of Medical Cell Biology Faculty of Medicine Uppsala University","751 23","uppsala",2010-08-01,2011-07-31,"Basic Biology",301,364,"Biology_Med"
"2817","SE","Sweden","SWEDEN","SWE",752,3,134299,2010,"Evolutionary Biology Centre University of Uppsala","752 36","uppsala",2011-03-01,2012-02-29,"Basic Biology",301,365,"Biology_Med"
"2818","SE","Sweden","SWEDEN","SWE",752,3,138700,2011,"Developmental Biology The Wenner-Gren Institute Stockholm University","10691","stockholm",2011-07-01,2012-06-30,"Basic Biology",301,365,"Biology_Med"
"2819","SE","Sweden","SWEDEN","SWE",752,3,139821,2011,"Deptartment of Physiology and Pharmacology Karolinska Institute","171 77","stockholm",2011-12-01,2012-11-30,"Basic Biology",301,365,"Biology_Med"
"2820","SE","Sweden","SWEDEN","SWE",752,3,139987,2011,"Dept. of Biosciences and Nutrition Karolinska Institute","14157","huddinge",2012-02-01,2013-01-31,"Basic Biology",301,365,"Biology_Med"
"2821","SE","Sweden","SWEDEN","SWE",752,3,140171,2011,"Evolutionary Biology Centre Department of Ecology and Evolution University of Uppsala","75105","uppsala",2012-03-01,2012-08-31,"Basic Biology",301,183,"Biology_Med"
"2822","SE","Sweden","SWEDEN","SWE",752,3,145355,2012,"Aquatic Ecology Department of Biology Lund University","22362","lund",2013-11-01,2015-10-31,"Basic Biology",301,729,"Biology_Med"
"2823","SE","Sweden","SWEDEN","SWE",752,3,145578,2012,"Deptartment of Physiology and Pharmacology Karolinska Institute","171 77","stockholm",2012-12-01,2013-05-31,"Basic Biology",301,181,"Biology_Med"
"2824","SE","Sweden","SWEDEN","SWE",752,3,151157,2013,"Dept of Microbiology, Tumor and Cell Biology Karolinska Intsitutet","17177","stockholm",2014-02-01,2016-01-31,"Basic Biology",301,729,"Biology_Med"
"2825","SE","Sweden","SWEDEN","SWE",752,3,155594,2014,"Division of Infection Medicine Lund University","22184","lund",2014-09-01,2016-02-29,"Basic Biology",301,546,"Biology_Med"
"2826","SE","Sweden","SWEDEN","SWE",752,3,121479,2008,"Evolutionary Biology Centre Department of Animal Ecology University of Uppsala","752 36","uppsala",2009-01-01,2011-03-31,"General Biology",302,819,"Biology_Med"
"2827","SE","Sweden","SWEDEN","SWE",752,3,127787,2009,"Umea University","90187","umea",2010-03-01,2011-02-28,"General Biology",302,364,"Biology_Med"
"2828","SE","Sweden","SWEDEN","SWE",752,3,130173,2009,"Swedish Museum of Natural History Department of Entomology","104 05","stockholm",2010-04-01,2012-03-31,"General Biology",302,730,"Biology_Med"
"2829","SE","Sweden","SWEDEN","SWE",752,3,131029,2009,"Dept. of Cell and Organism Biology Lund University","22362","lund",2010-01-01,2011-06-30,"General Biology",302,545,"Biology_Med"
"2830","SE","Sweden","SWEDEN","SWE",752,3,141489,2011,"Lund University","221 00","lund",2011-12-01,2012-11-30,"General Biology",302,365,"Biology_Med"
"2831","SE","Sweden","SWEDEN","SWE",752,3,148903,2013,"Swedish University of Agricultural Science Dept. Plant Protection Sciences","23053","alnarp",2013-09-01,2015-02-28,"General Biology",302,545,"Biology_Med"
"2832","SE","Sweden","SWEDEN","SWE",752,3,155060,2014,"The Antonelli lab Dept. Biological and Environmental Sciences University of Gothenburg","SE 405 30","göteborg",2014-10-01,2016-03-31,"General Biology",302,547,"Biology_Med"
"2833","SE","Sweden","SWEDEN","SWE",752,3,123638,2008,"Karolinska Instituet Department of Bacteriology Swedish Inst. for Infectious Disease Control","171 82","solna",2009-01-01,2009-12-31,"Medical sciences",303,364,"Biology_Med"
"2834","SE","Sweden","SWEDEN","SWE",752,3,123693,2008,"Uppsala University Department of Medicinal Chemistry Division of Pharmacognosy","751 23","uppsala",2009-03-01,2010-02-28,"Medical sciences",303,364,"Biology_Med"
"2835","SE","Sweden","SWEDEN","SWE",752,3,133259,2010,"Department of Clinical Neuroscience Karolinska Institutet","171 77","stockholm",2010-10-01,2011-09-30,"Medical sciences",303,364,"Biology_Med"
"2836","SE","Sweden","SWEDEN","SWE",752,3,134376,2010,"University Hospital CMIV Linköpings universitet","SE-581 83","linköping",2011-04-01,2012-03-31,"Medical sciences",303,365,"Biology_Med"
"2837","SE","Sweden","SWEDEN","SWE",752,3,142148,2012,"Medical Microbiology Skåne University Hospital Malmö Lund University","205 02","malmö",2012-04-01,2013-03-31,"Medical sciences",303,364,"Biology_Med"
"2838","SE","Sweden","SWEDEN","SWE",752,3,148644,2013,"Department of Pharmaceutics University of Uppsala","751 23","uppsala",2013-08-01,2014-07-31,"Medical sciences",303,364,"Biology_Med"
"2839","SE","Sweden","SWEDEN","SWE",752,3,151868,2013,"Department of Pharmaceutics University of Uppsala","751 23","uppsala",2014-04-01,2015-09-30,"Medical sciences",303,547,"Biology_Med"
"2840","SE","Sweden","SWEDEN","SWE",752,3,154635,2014,"Helleday Laboratory SciLifeLab Karolinska Institutet","17121","solna",2014-08-01,2016-07-31,"Medical sciences",303,730,"Biology_Med"
"2841","SE","Sweden","SWEDEN","SWE",752,3,154635,2014,"Uppsala Biomedicinska Ctr (BMC) Department of Pharmacy Uppsala Universitet","751 23","uppsala",2014-08-01,2016-07-31,"Medical sciences",303,730,"Biology_Med"
"2842","SE","Sweden","SWEDEN","SWE",752,3,155576,2014,"Division of Infection Medicine Lund University","22184","lund",2014-06-01,2015-11-30,"Medical sciences",303,547,"Biology_Med"
"2843","SE","Sweden","SWEDEN","SWE",752,3,121518,2008,"Farmaceutisk biovetenskap Farmakokinetik och läkemedelsterapi Uppsala Universitet","751 24","uppsala",2008-09-01,2009-08-31,"Clinical medicine",307,364,"Biology_Med"
"2844","SE","Sweden","SWEDEN","SWE",752,3,129016,2009,"Huddinge University Div. of Clinicla Pharmacology Karolinska Institute","141 86","huddinge",2010-04-01,2011-03-31,"Clinical medicine",307,364,"Biology_Med"
"2845","SE","Sweden","SWEDEN","SWE",752,3,136277,2011,"Huddinge University Div. of Clinicla Pharmacology Karolinska Institute","141 86","huddinge",2011-04-01,2012-03-31,"Clinical medicine",307,365,"Biology_Med"
"2846","SE","Sweden","SWEDEN","SWE",752,3,144044,2012,"IBM/ Anatomy institute  Umea University","90187","umea",2012-08-01,2013-07-31,"Clinical medicine",307,364,"Biology_Med"
"2847","SG","Singapore","SINGAPORE","SGP",702,1,125574,2008,"Department of Computer Science School of Computing National University of Singapore","117417","singapore",2009-05-01,2010-02-28,"Social sciences",102,303,"Social Sciences"
"2848","SG","Singapore","SINGAPORE","SGP",702,1,134481,2010,"Energy Studies Institute National University of Singapore","119620","singapore",2011-01-01,2011-12-31,"Social sciences",102,364,"Social Sciences"
"2849","SG","Singapore","SINGAPORE","SGP",702,1,134481,2010,"Lee Kuan Yew School of Public Policy National University of Singapore","259772","singapore",2011-01-01,2011-12-31,"Social sciences",102,364,"Social Sciences"
"2850","SG","Singapore","SINGAPORE","SGP",702,1,148703,2013,"INSEAD Graduate Business School","138676","singapore",2013-09-01,2014-08-31,"Social sciences",102,364,"Social Sciences"
"2851","SG","Singapore","SINGAPORE","SGP",702,1,151946,2013,"Department of Geography National University Singapore","117 570","singapore",2014-02-01,2014-08-31,"Social sciences",102,211,"Social Sciences"
"2852","SG","Singapore","SINGAPORE","SGP",702,1,128482,2009,"National University of Singapore","117604","singapore",2009-07-01,2010-03-31,"History",103,273,"Social Sciences"
"2853","SG","Singapore","SINGAPORE","SGP",702,1,134132,2010,"Asian Research Institute National University of Singapore","259770","singapore",2011-02-01,2014-01-31,"Art studies",104,1095,"Social Sciences"
"2854","SG","Singapore","SINGAPORE","SGP",702,1,134323,2010,"Asian Research Institute National University of Singapore","259770","singapore",2011-04-01,2012-09-30,"Art studies",104,548,"Social Sciences"
"2855","SG","Singapore","SINGAPORE","SGP",702,2,144151,2012,"Department of Chemistry National University of Singapore","117543","singapore",2012-10-01,2013-09-30,"Chemistry",203,364,"Basic Sciences"
"2856","SG","Singapore","SINGAPORE","SGP",702,2,139785,2011,"School of Biological Sciences Nanyang Technological University","637551","singapore",2012-01-01,2013-04-30,"Environmental sciences",207,485,"Basic Sciences"
"2857","SG","Singapore","SINGAPORE","SGP",702,2,139851,2011,"Nanyang Technological University","639798","singapore",2012-01-01,2012-12-31,"Earth Sciences",208,365,"Basic Sciences"
"2858","SG","Singapore","SINGAPORE","SGP",702,2,145549,2012,"Nanyang Technological University","639798","singapore",2013-01-01,2013-04-30,"Earth Sciences",208,119,"Basic Sciences"
"2859","SG","Singapore","SINGAPORE","SGP",702,2,145580,2012,"Nanyang Technological University","639798","singapore",2013-01-01,2013-12-31,"Earth Sciences",208,364,"Basic Sciences"
"2860","SG","Singapore","SINGAPORE","SGP",702,3,148579,2013,"Temasek Life Sciences Laboratory Limited National University of Singapore","117604","singapore",2013-09-01,2015-02-28,"Basic Biology",301,545,"Biology_Med"
"2861","SI","Slovenia","SLOVENIA","SVN",705,1,135984,2010,"Department of Philosophy University of Ljubljana","1000","ljubljana",2011-03-01,2012-02-29,"Art studies",104,365,"Social Sciences"
"2862","SY","Syrian Arab Republic","SYRIAN ARAB REPUBLIC","SYR",760,1,123121,2008,"Institut français du Proche-Orient IFPO (ex-IFEAD)","","damaskus",2008-12-01,2009-05-31,"Philosophy, psychology",101,181,"Social Sciences"
"2863","SY","Syrian Arab Republic","SYRIAN ARAB REPUBLIC","SYR",760,1,131399,2010,"Institut français du Proche-Orient IFPO (ex-IFEAD)","","damaskus",2010-05-01,2011-04-30,"Social sciences",102,364,"Social Sciences"
"2864","TH","Thailand","THAILAND","THA",764,1,125562,2008,"Insitute of Thai Studies Chulalongkorn University","10330","bangkok",2009-09-01,2010-06-30,"Art studies",104,302,"Social Sciences"
"2865","TR","Turkey","TURKEY","TUR",792,1,133434,2010,"Philosophisches Departement Universität Istanbul","34459","beyazit/istanbul",2011-12-01,2013-05-31,"Philosophy, psychology",101,547,"Social Sciences"
"2866","TR","Turkey","TURKEY","TUR",792,1,147805,2013,"Atatürk Institute for Modern Turkish History Bogazici Üniversitesi","34342","istanbul",2013-09-01,2015-08-31,"History",103,729,"Social Sciences"
"2867","TR","Turkey","TURKEY","TUR",792,1,147805,2013,"Orient-Institut Istanbul","34433","cihangir- istanbul",2013-09-01,2015-08-31,"History",103,729,"Social Sciences"
"2868","TR","Turkey","TURKEY","TUR",792,1,151911,2013,"Department of History Faculty of Arts and Sciences Bogazici Üniversitesi","34342","istanbul",2014-03-01,2015-08-31,"History",103,548,"Social Sciences"
"2869","TW","Taiwan, Province of China","TAIWAN, PROVINCE OF CHINA","TWN",158,1,134139,2010,"Department of Political Science National Chengchi University of Taiwan","11605","taipei city",2011-02-01,2012-08-31,"Linguistics",105,577,"Social Sciences"
"2870","TW","Taiwan, Province of China","TAIWAN, PROVINCE OF CHINA","TWN",158,1,151748,2013,"Département d'histoire de l'art National Central University","","zhongli",2014-01-01,2014-12-31,"Linguistics",105,364,"Social Sciences"
"2871","TZ","Tanzania, United Republic of","TANZANIA, UNITED REPUBLIC OF","TZA",834,1,143551,2012,"Department of History University of Dar es Salaam","","dar es salaam",2012-09-01,2013-08-31,"History",103,364,"Social Sciences"
"2872","TZ","Tanzania, United Republic of","TANZANIA, UNITED REPUBLIC OF","TZA",834,1,151729,2013,"Department of History and Archaeology College of Arts and Social Sciences University of Dar es Salaam","","dar es salaam",2014-07-01,2014-12-31,"History",103,183,"Social Sciences"
"2873","TZ","Tanzania, United Republic of","TANZANIA, UNITED REPUBLIC OF","TZA",834,3,139981,2011,"Bagamoyo Research and Training Center Ifakara Health Institute","","bagamoyo",2012-02-01,2013-01-31,"Clinical medicine",307,365,"Biology_Med"
"2874","TZ","Tanzania, United Republic of","TANZANIA, UNITED REPUBLIC OF","TZA",834,3,145866,2012,"Ifakara Health Research and Development Center","","dar es salaam",2013-02-01,2013-07-31,"Clinical medicine",307,180,"Biology_Med"
"2875","UG","Uganda","UGANDA","UGA",800,3,129883,2009,"Infectious Disease Institute Faculty of Medicine Makerere University","7062","kampala",2010-04-01,2011-11-30,"Basic Biology",301,608,"Biology_Med"
"2876","US","United States","UNITED STATES","USA",840,1,121437,2008,"Department of Psychology University of Connecticut","06269-1020","storrs",2008-09-01,2009-08-31,"Philosophy, psychology",101,364,"Social Sciences"
"2877","US","United States","UNITED STATES","USA",840,1,121443,2008,"Inst. for Res.on Education Policy & Practice Stanford School of Education Stanford University","94305","standford",2008-09-01,2009-05-31,"Philosophy, psychology",101,272,"Social Sciences"
"2878","US","United States","UNITED STATES","USA",840,1,122713,2008,"Div. of Intramural Research Programs National Institute of Mental Health","20892","bethesda",2008-09-01,2009-08-31,"Philosophy, psychology",101,364,"Social Sciences"
"2879","US","United States","UNITED STATES","USA",840,1,122783,2008,"Department of Philosophy Columbia University","10027","new york",2009-03-01,2009-08-31,"Philosophy, psychology",101,183,"Social Sciences"
"2880","US","United States","UNITED STATES","USA",840,1,123157,2008,"Developmental Medicine Center Children's Hospital Boston","2115","boston",2008-10-01,2010-09-30,"Philosophy, psychology",101,729,"Social Sciences"
"2881","US","United States","UNITED STATES","USA",840,1,123160,2008,"Philosophy Department Georgetown University","20057","washington",2009-01-01,2009-08-31,"Philosophy, psychology",101,242,"Social Sciences"
"2882","US","United States","UNITED STATES","USA",840,1,123304,2008,"Department of Brain and Cognitive Sciences Massachusetts Institute of Technology","02139-4307","cambridge",2008-09-01,2010-08-31,"Philosophy, psychology",101,729,"Social Sciences"
"2883","US","United States","UNITED STATES","USA",840,1,123313,2008,"Department of Psychology Stanford University","94305","standford",2008-10-01,2010-07-31,"Philosophy, psychology",101,668,"Social Sciences"
"2884","US","United States","UNITED STATES","USA",840,1,123318,2008,"School of Education Stanford University","94305-3096","stanford",2009-03-01,2010-02-28,"Philosophy, psychology",101,364,"Social Sciences"
"2885","US","United States","UNITED STATES","USA",840,1,123476,2008,"University of Chicago The Divinity School","60637","chicago",2009-01-01,2009-12-31,"Philosophy, psychology",101,364,"Social Sciences"
"2886","US","United States","UNITED STATES","USA",840,1,123598,2008,"Center for the Philosophy of Science University of Pittsburgh","15260","pittsburgh",2008-09-01,2009-08-31,"Philosophy, psychology",101,364,"Social Sciences"
"2887","US","United States","UNITED STATES","USA",840,1,123652,2008,"Department of Psychiatry University of Pennsylvania","19104-6074","philadelphia",2009-02-01,2010-01-31,"Philosophy, psychology",101,364,"Social Sciences"
"2888","US","United States","UNITED STATES","USA",840,1,123678,2008,"University of Michigan at Ann Arbor School of Education","48109","ann arbor",2008-10-01,2009-08-31,"Philosophy, psychology",101,334,"Social Sciences"
"2889","US","United States","UNITED STATES","USA",840,1,124102,2008,"Counseling Psychology University of Wisconsin","53706","madison",2009-06-01,2011-05-31,"Philosophy, psychology",101,729,"Social Sciences"
"2890","US","United States","UNITED STATES","USA",840,1,124102,2008,"Family Institute Northwestern University","60201","evanston",2009-06-01,2011-05-31,"Philosophy, psychology",101,729,"Social Sciences"
"2891","US","United States","UNITED STATES","USA",840,1,124124,2008,"Department of Psychology New York University","10003","new york",2009-07-01,2011-06-30,"Philosophy, psychology",101,729,"Social Sciences"
"2892","US","United States","UNITED STATES","USA",840,1,124128,2008,"Department of Psychology University of Connecticut","06269-1020","storrs",2009-03-01,2011-02-28,"Philosophy, psychology",101,729,"Social Sciences"
"2893","US","United States","UNITED STATES","USA",840,1,124132,2008,"Department of Classics University of Los Angeles","90025","los angeles",2009-03-01,2012-04-30,"Philosophy, psychology",101,1156,"Social Sciences"
"2894","US","United States","UNITED STATES","USA",840,1,124434,2008,"School of Education Stanford University","94305-3096","stanford",2009-08-01,2010-01-31,"Philosophy, psychology",101,183,"Social Sciences"
"2895","US","United States","UNITED STATES","USA",840,1,125415,2008,"Department of Psychology New York University","10003","new york",2009-04-01,2010-09-30,"Philosophy, psychology",101,547,"Social Sciences"
"2896","US","United States","UNITED STATES","USA",840,1,125836,2009,"Department of Psychology New York University","10003","new york",2009-10-01,2010-09-30,"Philosophy, psychology",101,364,"Social Sciences"
"2897","US","United States","UNITED STATES","USA",840,1,125914,2009,"Department of Psychology Stanford University","94305","standford",2010-03-01,2012-02-29,"Philosophy, psychology",101,730,"Social Sciences"
"2898","US","United States","UNITED STATES","USA",840,1,126156,2009,"Brain and Creativity Institute University of Southern California","90089-2520","los angeles",2010-02-01,2011-10-31,"Philosophy, psychology",101,637,"Social Sciences"
"2899","US","United States","UNITED STATES","USA",840,1,126156,2009,"Caltech Brain Imaging Center California Institute of Technology","91125","pasadena",2010-02-01,2011-10-31,"Philosophy, psychology",101,637,"Social Sciences"
"2900","US","United States","UNITED STATES","USA",840,1,126157,2009,"Department of Philosophy University of California","94720-2390","berkeley",2009-10-01,2012-09-30,"Philosophy, psychology",101,1095,"Social Sciences"
"2901","US","United States","UNITED STATES","USA",840,1,126160,2009,"College of Education Department of Counselor Education Pennsylvenia State University","16802-3110","university park",2009-10-01,2011-09-30,"Philosophy, psychology",101,729,"Social Sciences"
"2902","US","United States","UNITED STATES","USA",840,1,126176,2009,"Arizona State University","85287","tempe",2009-07-01,2010-06-30,"Philosophy, psychology",101,364,"Social Sciences"
"2903","US","United States","UNITED STATES","USA",840,1,127691,2009,"Department of Psychology Stanford University","94305","standford",2010-01-01,2010-12-31,"Philosophy, psychology",101,364,"Social Sciences"
"2904","US","United States","UNITED STATES","USA",840,1,127879,2009,"University of California","92103-8894","san diego",2009-12-01,2010-08-31,"Philosophy, psychology",101,273,"Social Sciences"
"2905","US","United States","UNITED STATES","USA",840,1,127896,2009,"Department of Psychology Stanford University","94305","standford",2010-02-01,2011-09-30,"Philosophy, psychology",101,606,"Social Sciences"
"2906","US","United States","UNITED STATES","USA",840,1,128449,2009,"Department of Psychology and Neuroscience Duke University","27708","durham",2010-08-01,2012-01-31,"Philosophy, psychology",101,548,"Social Sciences"
"2907","US","United States","UNITED STATES","USA",840,1,129102,2009,"Department of Philosophy Harvard University","2138","cambridge",2010-03-01,2012-02-29,"Philosophy, psychology",101,730,"Social Sciences"
"2908","US","United States","UNITED STATES","USA",840,1,129425,2009,"University of California","95616","davis",2010-02-01,2011-01-31,"Philosophy, psychology",101,364,"Social Sciences"
"2909","US","United States","UNITED STATES","USA",840,1,131015,2009,"Department of Psychology University of Virginia","22904-4400","charlottesville",2010-09-01,2011-02-28,"Philosophy, psychology",101,180,"Social Sciences"
"2910","US","United States","UNITED STATES","USA",840,1,131022,2009,"Brandeis University","02454-9110","waltham",2010-07-01,2012-03-31,"Philosophy, psychology",101,639,"Social Sciences"
"2911","US","United States","UNITED STATES","USA",840,1,131431,2010,"Department of Philosophy University of Chicago","IL 60637","chicago",2011-08-01,2012-12-31,"Philosophy, psychology",101,518,"Social Sciences"
"2912","US","United States","UNITED STATES","USA",840,1,131433,2010,"Department of Philosophy  University of California, Davis","CA 95616-8673","davis",2010-10-01,2013-03-31,"Philosophy, psychology",101,912,"Social Sciences"
"2913","US","United States","UNITED STATES","USA",840,1,131433,2010,"Department of Philosophy Harvard University","2138","cambridge",2010-10-01,2013-03-31,"Philosophy, psychology",101,912,"Social Sciences"
"2914","US","United States","UNITED STATES","USA",840,1,131433,2010,"Dept. of Philosophy Yale University","CT 06520-8306","new haven",2010-10-01,2013-03-31,"Philosophy, psychology",101,912,"Social Sciences"
"2915","US","United States","UNITED STATES","USA",840,1,131435,2010,"Department of Psychology New York University","10003","new york",2010-10-01,2011-08-31,"Philosophy, psychology",101,334,"Social Sciences"
"2916","US","United States","UNITED STATES","USA",840,1,131448,2010,"Dept. of Brain & Cognitive Sciences Massachusetts Institute of Technology","2139","cambridge",2010-09-01,2012-08-31,"Philosophy, psychology",101,730,"Social Sciences"
"2917","US","United States","UNITED STATES","USA",840,1,131482,2010,"Department of Psychology University of South Florida","33620","tampa",2011-04-01,2013-03-31,"Philosophy, psychology",101,730,"Social Sciences"
"2918","US","United States","UNITED STATES","USA",840,1,131515,2010,"Helen Wills Neuroscience Institute University of California, Berkeley","94720-3190","berkeley",2011-01-01,2012-12-31,"Philosophy, psychology",101,730,"Social Sciences"
"2919","US","United States","UNITED STATES","USA",840,1,131566,2010,"Dept. of Psychology Harvard University","2138","cambridge",2010-09-01,2011-08-31,"Philosophy, psychology",101,364,"Social Sciences"
"2920","US","United States","UNITED STATES","USA",840,1,131568,2010,"Department of Psychology University of South Florida","33620-7200","tampa, fl",2010-09-01,2011-10-31,"Philosophy, psychology",101,425,"Social Sciences"
