"","base_disciplin","year","month","numcode","N","date"
"1",1,2008,1,8,0,2008-01-01
"2",1,2008,1,32,0,2008-01-01
"3",1,2008,1,36,0,2008-01-01
"4",1,2008,1,40,0,2008-01-01
"5",1,2008,1,56,0,2008-01-01
"6",1,2008,1,68,0,2008-01-01
"7",1,2008,1,70,0,2008-01-01
"8",1,2008,1,76,0,2008-01-01
"9",1,2008,1,116,0,2008-01-01
"10",1,2008,1,124,0,2008-01-01
"11",1,2008,1,152,0,2008-01-01
"12",1,2008,1,156,0,2008-01-01
"13",1,2008,1,158,0,2008-01-01
"14",1,2008,1,170,0,2008-01-01
"15",1,2008,1,180,0,2008-01-01
"16",1,2008,1,188,0,2008-01-01
"17",1,2008,1,191,0,2008-01-01
"18",1,2008,1,203,0,2008-01-01
"19",1,2008,1,208,0,2008-01-01
"20",1,2008,1,218,0,2008-01-01
"21",1,2008,1,231,0,2008-01-01
"22",1,2008,1,233,0,2008-01-01
"23",1,2008,1,246,0,2008-01-01
"24",1,2008,1,250,0,2008-01-01
"25",1,2008,1,276,0,2008-01-01
"26",1,2008,1,288,0,2008-01-01
"27",1,2008,1,300,0,2008-01-01
"28",1,2008,1,344,0,2008-01-01
"29",1,2008,1,348,0,2008-01-01
"30",1,2008,1,352,0,2008-01-01
"31",1,2008,1,356,0,2008-01-01
"32",1,2008,1,360,0,2008-01-01
"33",1,2008,1,372,0,2008-01-01
"34",1,2008,1,376,0,2008-01-01
"35",1,2008,1,380,0,2008-01-01
"36",1,2008,1,392,0,2008-01-01
"37",1,2008,1,400,0,2008-01-01
"38",1,2008,1,404,0,2008-01-01
"39",1,2008,1,410,0,2008-01-01
"40",1,2008,1,422,0,2008-01-01
"41",1,2008,1,442,0,2008-01-01
"42",1,2008,1,450,0,2008-01-01
"43",1,2008,1,484,0,2008-01-01
"44",1,2008,1,504,0,2008-01-01
"45",1,2008,1,524,0,2008-01-01
"46",1,2008,1,528,0,2008-01-01
"47",1,2008,1,554,0,2008-01-01
"48",1,2008,1,562,0,2008-01-01
"49",1,2008,1,578,0,2008-01-01
"50",1,2008,1,591,0,2008-01-01
"51",1,2008,1,598,0,2008-01-01
"52",1,2008,1,604,0,2008-01-01
"53",1,2008,1,608,0,2008-01-01
"54",1,2008,1,616,0,2008-01-01
"55",1,2008,1,620,0,2008-01-01
"56",1,2008,1,642,0,2008-01-01
"57",1,2008,1,643,0,2008-01-01
"58",1,2008,1,646,0,2008-01-01
"59",1,2008,1,702,0,2008-01-01
"60",1,2008,1,704,0,2008-01-01
"61",1,2008,1,705,0,2008-01-01
"62",1,2008,1,710,0,2008-01-01
"63",1,2008,1,716,0,2008-01-01
"64",1,2008,1,724,0,2008-01-01
"65",1,2008,1,752,0,2008-01-01
"66",1,2008,1,756,0,2008-01-01
"67",1,2008,1,760,0,2008-01-01
"68",1,2008,1,764,0,2008-01-01
"69",1,2008,1,792,0,2008-01-01
"70",1,2008,1,800,0,2008-01-01
"71",1,2008,1,818,0,2008-01-01
"72",1,2008,1,826,0,2008-01-01
"73",1,2008,1,834,0,2008-01-01
"74",1,2008,1,840,2,2008-01-01
"75",1,2008,1,854,0,2008-01-01
"76",1,2008,1,858,0,2008-01-01
"77",1,2008,2,8,0,2008-02-01
"78",1,2008,2,32,0,2008-02-01
"79",1,2008,2,36,0,2008-02-01
"80",1,2008,2,40,0,2008-02-01
"81",1,2008,2,56,0,2008-02-01
"82",1,2008,2,68,0,2008-02-01
"83",1,2008,2,70,0,2008-02-01
"84",1,2008,2,76,0,2008-02-01
"85",1,2008,2,116,0,2008-02-01
"86",1,2008,2,124,0,2008-02-01
"87",1,2008,2,152,0,2008-02-01
"88",1,2008,2,156,0,2008-02-01
"89",1,2008,2,158,0,2008-02-01
"90",1,2008,2,170,0,2008-02-01
"91",1,2008,2,180,0,2008-02-01
"92",1,2008,2,188,0,2008-02-01
"93",1,2008,2,191,0,2008-02-01
"94",1,2008,2,203,0,2008-02-01
"95",1,2008,2,208,0,2008-02-01
"96",1,2008,2,218,0,2008-02-01
"97",1,2008,2,231,0,2008-02-01
"98",1,2008,2,233,0,2008-02-01
"99",1,2008,2,246,0,2008-02-01
"100",1,2008,2,250,0,2008-02-01
"101",1,2008,2,276,0,2008-02-01
"102",1,2008,2,288,0,2008-02-01
"103",1,2008,2,300,0,2008-02-01
"104",1,2008,2,344,0,2008-02-01
"105",1,2008,2,348,0,2008-02-01
"106",1,2008,2,352,0,2008-02-01
"107",1,2008,2,356,0,2008-02-01
"108",1,2008,2,360,0,2008-02-01
"109",1,2008,2,372,0,2008-02-01
"110",1,2008,2,376,0,2008-02-01
"111",1,2008,2,380,0,2008-02-01
"112",1,2008,2,392,0,2008-02-01
"113",1,2008,2,400,0,2008-02-01
"114",1,2008,2,404,0,2008-02-01
"115",1,2008,2,410,0,2008-02-01
"116",1,2008,2,422,0,2008-02-01
"117",1,2008,2,442,0,2008-02-01
"118",1,2008,2,450,0,2008-02-01
"119",1,2008,2,484,0,2008-02-01
"120",1,2008,2,504,0,2008-02-01
"121",1,2008,2,524,0,2008-02-01
"122",1,2008,2,528,0,2008-02-01
"123",1,2008,2,554,0,2008-02-01
"124",1,2008,2,562,0,2008-02-01
"125",1,2008,2,578,0,2008-02-01
"126",1,2008,2,591,0,2008-02-01
"127",1,2008,2,598,0,2008-02-01
"128",1,2008,2,604,0,2008-02-01
"129",1,2008,2,608,0,2008-02-01
"130",1,2008,2,616,0,2008-02-01
"131",1,2008,2,620,0,2008-02-01
"132",1,2008,2,642,0,2008-02-01
"133",1,2008,2,643,0,2008-02-01
"134",1,2008,2,646,0,2008-02-01
"135",1,2008,2,702,0,2008-02-01
"136",1,2008,2,704,0,2008-02-01
"137",1,2008,2,705,0,2008-02-01
"138",1,2008,2,710,0,2008-02-01
"139",1,2008,2,716,0,2008-02-01
"140",1,2008,2,724,0,2008-02-01
"141",1,2008,2,752,0,2008-02-01
"142",1,2008,2,756,0,2008-02-01
"143",1,2008,2,760,0,2008-02-01
"144",1,2008,2,764,0,2008-02-01
"145",1,2008,2,792,0,2008-02-01
"146",1,2008,2,800,0,2008-02-01
"147",1,2008,2,818,0,2008-02-01
"148",1,2008,2,826,0,2008-02-01
"149",1,2008,2,834,0,2008-02-01
"150",1,2008,2,840,0,2008-02-01
"151",1,2008,2,854,0,2008-02-01
"152",1,2008,2,858,0,2008-02-01
"153",1,2008,3,8,0,2008-03-01
"154",1,2008,3,32,0,2008-03-01
"155",1,2008,3,36,0,2008-03-01
"156",1,2008,3,40,0,2008-03-01
"157",1,2008,3,56,0,2008-03-01
"158",1,2008,3,68,0,2008-03-01
"159",1,2008,3,70,0,2008-03-01
"160",1,2008,3,76,0,2008-03-01
"161",1,2008,3,116,0,2008-03-01
"162",1,2008,3,124,0,2008-03-01
"163",1,2008,3,152,0,2008-03-01
"164",1,2008,3,156,0,2008-03-01
"165",1,2008,3,158,0,2008-03-01
"166",1,2008,3,170,0,2008-03-01
"167",1,2008,3,180,0,2008-03-01
"168",1,2008,3,188,0,2008-03-01
"169",1,2008,3,191,0,2008-03-01
"170",1,2008,3,203,0,2008-03-01
"171",1,2008,3,208,0,2008-03-01
"172",1,2008,3,218,0,2008-03-01
"173",1,2008,3,231,0,2008-03-01
"174",1,2008,3,233,0,2008-03-01
"175",1,2008,3,246,0,2008-03-01
"176",1,2008,3,250,2,2008-03-01
"177",1,2008,3,276,0,2008-03-01
"178",1,2008,3,288,0,2008-03-01
"179",1,2008,3,300,0,2008-03-01
"180",1,2008,3,344,0,2008-03-01
"181",1,2008,3,348,0,2008-03-01
"182",1,2008,3,352,0,2008-03-01
"183",1,2008,3,356,0,2008-03-01
"184",1,2008,3,360,0,2008-03-01
"185",1,2008,3,372,0,2008-03-01
"186",1,2008,3,376,0,2008-03-01
"187",1,2008,3,380,0,2008-03-01
"188",1,2008,3,392,0,2008-03-01
"189",1,2008,3,400,0,2008-03-01
"190",1,2008,3,404,0,2008-03-01
"191",1,2008,3,410,0,2008-03-01
"192",1,2008,3,422,0,2008-03-01
"193",1,2008,3,442,0,2008-03-01
"194",1,2008,3,450,0,2008-03-01
"195",1,2008,3,484,0,2008-03-01
"196",1,2008,3,504,0,2008-03-01
"197",1,2008,3,524,0,2008-03-01
"198",1,2008,3,528,2,2008-03-01
"199",1,2008,3,554,0,2008-03-01
"200",1,2008,3,562,0,2008-03-01
"201",1,2008,3,578,0,2008-03-01
"202",1,2008,3,591,0,2008-03-01
"203",1,2008,3,598,0,2008-03-01
"204",1,2008,3,604,0,2008-03-01
"205",1,2008,3,608,0,2008-03-01
"206",1,2008,3,616,0,2008-03-01
"207",1,2008,3,620,0,2008-03-01
"208",1,2008,3,642,0,2008-03-01
"209",1,2008,3,643,0,2008-03-01
"210",1,2008,3,646,0,2008-03-01
"211",1,2008,3,702,0,2008-03-01
"212",1,2008,3,704,0,2008-03-01
"213",1,2008,3,705,0,2008-03-01
"214",1,2008,3,710,0,2008-03-01
"215",1,2008,3,716,0,2008-03-01
"216",1,2008,3,724,0,2008-03-01
"217",1,2008,3,752,0,2008-03-01
"218",1,2008,3,756,0,2008-03-01
"219",1,2008,3,760,0,2008-03-01
"220",1,2008,3,764,0,2008-03-01
"221",1,2008,3,792,0,2008-03-01
"222",1,2008,3,800,0,2008-03-01
"223",1,2008,3,818,0,2008-03-01
"224",1,2008,3,826,0,2008-03-01
"225",1,2008,3,834,0,2008-03-01
"226",1,2008,3,840,2,2008-03-01
"227",1,2008,3,854,0,2008-03-01
"228",1,2008,3,858,0,2008-03-01
"229",1,2008,4,8,0,2008-04-01
"230",1,2008,4,32,0,2008-04-01
"231",1,2008,4,36,0,2008-04-01
"232",1,2008,4,40,0,2008-04-01
"233",1,2008,4,56,0,2008-04-01
"234",1,2008,4,68,0,2008-04-01
"235",1,2008,4,70,0,2008-04-01
"236",1,2008,4,76,0,2008-04-01
"237",1,2008,4,116,0,2008-04-01
"238",1,2008,4,124,0,2008-04-01
"239",1,2008,4,152,0,2008-04-01
"240",1,2008,4,156,0,2008-04-01
"241",1,2008,4,158,0,2008-04-01
"242",1,2008,4,170,0,2008-04-01
"243",1,2008,4,180,0,2008-04-01
"244",1,2008,4,188,0,2008-04-01
"245",1,2008,4,191,0,2008-04-01
"246",1,2008,4,203,0,2008-04-01
"247",1,2008,4,208,0,2008-04-01
"248",1,2008,4,218,0,2008-04-01
"249",1,2008,4,231,0,2008-04-01
"250",1,2008,4,233,0,2008-04-01
"251",1,2008,4,246,0,2008-04-01
"252",1,2008,4,250,2,2008-04-01
"253",1,2008,4,276,0,2008-04-01
"254",1,2008,4,288,0,2008-04-01
"255",1,2008,4,300,0,2008-04-01
"256",1,2008,4,344,0,2008-04-01
"257",1,2008,4,348,0,2008-04-01
"258",1,2008,4,352,0,2008-04-01
"259",1,2008,4,356,0,2008-04-01
"260",1,2008,4,360,0,2008-04-01
"261",1,2008,4,372,0,2008-04-01
"262",1,2008,4,376,0,2008-04-01
"263",1,2008,4,380,0,2008-04-01
"264",1,2008,4,392,1,2008-04-01
"265",1,2008,4,400,0,2008-04-01
"266",1,2008,4,404,0,2008-04-01
"267",1,2008,4,410,0,2008-04-01
"268",1,2008,4,422,0,2008-04-01
"269",1,2008,4,442,0,2008-04-01
"270",1,2008,4,450,0,2008-04-01
"271",1,2008,4,484,0,2008-04-01
"272",1,2008,4,504,0,2008-04-01
"273",1,2008,4,524,0,2008-04-01
"274",1,2008,4,528,1,2008-04-01
"275",1,2008,4,554,0,2008-04-01
"276",1,2008,4,562,0,2008-04-01
"277",1,2008,4,578,0,2008-04-01
"278",1,2008,4,591,0,2008-04-01
"279",1,2008,4,598,0,2008-04-01
"280",1,2008,4,604,0,2008-04-01
"281",1,2008,4,608,0,2008-04-01
"282",1,2008,4,616,0,2008-04-01
"283",1,2008,4,620,0,2008-04-01
"284",1,2008,4,642,0,2008-04-01
"285",1,2008,4,643,0,2008-04-01
"286",1,2008,4,646,0,2008-04-01
"287",1,2008,4,702,0,2008-04-01
"288",1,2008,4,704,0,2008-04-01
"289",1,2008,4,705,0,2008-04-01
"290",1,2008,4,710,0,2008-04-01
"291",1,2008,4,716,0,2008-04-01
"292",1,2008,4,724,0,2008-04-01
"293",1,2008,4,752,0,2008-04-01
"294",1,2008,4,756,0,2008-04-01
"295",1,2008,4,760,0,2008-04-01
"296",1,2008,4,764,0,2008-04-01
"297",1,2008,4,792,0,2008-04-01
"298",1,2008,4,800,0,2008-04-01
"299",1,2008,4,818,0,2008-04-01
"300",1,2008,4,826,0,2008-04-01
"301",1,2008,4,834,0,2008-04-01
"302",1,2008,4,840,2,2008-04-01
"303",1,2008,4,854,0,2008-04-01
"304",1,2008,4,858,0,2008-04-01
"305",1,2008,5,8,0,2008-05-01
"306",1,2008,5,32,0,2008-05-01
"307",1,2008,5,36,0,2008-05-01
"308",1,2008,5,40,0,2008-05-01
"309",1,2008,5,56,0,2008-05-01
"310",1,2008,5,68,0,2008-05-01
"311",1,2008,5,70,0,2008-05-01
"312",1,2008,5,76,0,2008-05-01
"313",1,2008,5,116,0,2008-05-01
"314",1,2008,5,124,0,2008-05-01
"315",1,2008,5,152,0,2008-05-01
"316",1,2008,5,156,0,2008-05-01
"317",1,2008,5,158,0,2008-05-01
"318",1,2008,5,170,0,2008-05-01
"319",1,2008,5,180,0,2008-05-01
"320",1,2008,5,188,0,2008-05-01
"321",1,2008,5,191,0,2008-05-01
"322",1,2008,5,203,0,2008-05-01
"323",1,2008,5,208,0,2008-05-01
"324",1,2008,5,218,0,2008-05-01
"325",1,2008,5,231,0,2008-05-01
"326",1,2008,5,233,0,2008-05-01
"327",1,2008,5,246,0,2008-05-01
"328",1,2008,5,250,3,2008-05-01
"329",1,2008,5,276,0,2008-05-01
"330",1,2008,5,288,0,2008-05-01
"331",1,2008,5,300,0,2008-05-01
"332",1,2008,5,344,0,2008-05-01
"333",1,2008,5,348,0,2008-05-01
"334",1,2008,5,352,0,2008-05-01
"335",1,2008,5,356,0,2008-05-01
"336",1,2008,5,360,0,2008-05-01
"337",1,2008,5,372,0,2008-05-01
"338",1,2008,5,376,0,2008-05-01
"339",1,2008,5,380,0,2008-05-01
"340",1,2008,5,392,2,2008-05-01
"341",1,2008,5,400,0,2008-05-01
"342",1,2008,5,404,0,2008-05-01
"343",1,2008,5,410,0,2008-05-01
"344",1,2008,5,422,0,2008-05-01
"345",1,2008,5,442,0,2008-05-01
"346",1,2008,5,450,0,2008-05-01
"347",1,2008,5,484,0,2008-05-01
"348",1,2008,5,504,0,2008-05-01
"349",1,2008,5,524,0,2008-05-01
"350",1,2008,5,528,1,2008-05-01
"351",1,2008,5,554,0,2008-05-01
"352",1,2008,5,562,0,2008-05-01
"353",1,2008,5,578,0,2008-05-01
"354",1,2008,5,591,0,2008-05-01
"355",1,2008,5,598,0,2008-05-01
"356",1,2008,5,604,0,2008-05-01
"357",1,2008,5,608,0,2008-05-01
"358",1,2008,5,616,0,2008-05-01
"359",1,2008,5,620,0,2008-05-01
"360",1,2008,5,642,0,2008-05-01
"361",1,2008,5,643,0,2008-05-01
"362",1,2008,5,646,0,2008-05-01
"363",1,2008,5,702,0,2008-05-01
"364",1,2008,5,704,0,2008-05-01
"365",1,2008,5,705,0,2008-05-01
"366",1,2008,5,710,0,2008-05-01
"367",1,2008,5,716,0,2008-05-01
"368",1,2008,5,724,0,2008-05-01
"369",1,2008,5,752,0,2008-05-01
"370",1,2008,5,756,0,2008-05-01
"371",1,2008,5,760,0,2008-05-01
"372",1,2008,5,764,0,2008-05-01
"373",1,2008,5,792,0,2008-05-01
"374",1,2008,5,800,0,2008-05-01
"375",1,2008,5,818,0,2008-05-01
"376",1,2008,5,826,2,2008-05-01
"377",1,2008,5,834,0,2008-05-01
"378",1,2008,5,840,5,2008-05-01
"379",1,2008,5,854,0,2008-05-01
"380",1,2008,5,858,0,2008-05-01
"381",1,2008,6,8,0,2008-06-01
"382",1,2008,6,32,0,2008-06-01
"383",1,2008,6,36,0,2008-06-01
"384",1,2008,6,40,0,2008-06-01
"385",1,2008,6,56,0,2008-06-01
"386",1,2008,6,68,0,2008-06-01
"387",1,2008,6,70,0,2008-06-01
"388",1,2008,6,76,0,2008-06-01
"389",1,2008,6,116,0,2008-06-01
"390",1,2008,6,124,0,2008-06-01
"391",1,2008,6,152,0,2008-06-01
"392",1,2008,6,156,0,2008-06-01
"393",1,2008,6,158,0,2008-06-01
"394",1,2008,6,170,0,2008-06-01
"395",1,2008,6,180,0,2008-06-01
"396",1,2008,6,188,0,2008-06-01
"397",1,2008,6,191,0,2008-06-01
"398",1,2008,6,203,0,2008-06-01
"399",1,2008,6,208,0,2008-06-01
"400",1,2008,6,218,0,2008-06-01
"401",1,2008,6,231,0,2008-06-01
"402",1,2008,6,233,0,2008-06-01
"403",1,2008,6,246,0,2008-06-01
"404",1,2008,6,250,2,2008-06-01
"405",1,2008,6,276,0,2008-06-01
"406",1,2008,6,288,0,2008-06-01
"407",1,2008,6,300,0,2008-06-01
"408",1,2008,6,344,0,2008-06-01
"409",1,2008,6,348,0,2008-06-01
"410",1,2008,6,352,0,2008-06-01
"411",1,2008,6,356,0,2008-06-01
"412",1,2008,6,360,0,2008-06-01
"413",1,2008,6,372,0,2008-06-01
"414",1,2008,6,376,0,2008-06-01
"415",1,2008,6,380,0,2008-06-01
"416",1,2008,6,392,1,2008-06-01
"417",1,2008,6,400,0,2008-06-01
"418",1,2008,6,404,0,2008-06-01
"419",1,2008,6,410,0,2008-06-01
"420",1,2008,6,422,1,2008-06-01
"421",1,2008,6,442,0,2008-06-01
"422",1,2008,6,450,0,2008-06-01
"423",1,2008,6,484,0,2008-06-01
"424",1,2008,6,504,0,2008-06-01
"425",1,2008,6,524,0,2008-06-01
"426",1,2008,6,528,1,2008-06-01
"427",1,2008,6,554,0,2008-06-01
"428",1,2008,6,562,0,2008-06-01
"429",1,2008,6,578,0,2008-06-01
"430",1,2008,6,591,0,2008-06-01
"431",1,2008,6,598,0,2008-06-01
"432",1,2008,6,604,0,2008-06-01
"433",1,2008,6,608,0,2008-06-01
"434",1,2008,6,616,0,2008-06-01
"435",1,2008,6,620,0,2008-06-01
"436",1,2008,6,642,0,2008-06-01
"437",1,2008,6,643,0,2008-06-01
"438",1,2008,6,646,0,2008-06-01
"439",1,2008,6,702,0,2008-06-01
"440",1,2008,6,704,0,2008-06-01
"441",1,2008,6,705,0,2008-06-01
"442",1,2008,6,710,0,2008-06-01
"443",1,2008,6,716,0,2008-06-01
"444",1,2008,6,724,0,2008-06-01
"445",1,2008,6,752,0,2008-06-01
"446",1,2008,6,756,0,2008-06-01
"447",1,2008,6,760,0,2008-06-01
"448",1,2008,6,764,0,2008-06-01
"449",1,2008,6,792,0,2008-06-01
"450",1,2008,6,800,0,2008-06-01
"451",1,2008,6,818,0,2008-06-01
"452",1,2008,6,826,1,2008-06-01
"453",1,2008,6,834,0,2008-06-01
"454",1,2008,6,840,4,2008-06-01
"455",1,2008,6,854,0,2008-06-01
"456",1,2008,6,858,0,2008-06-01
"457",1,2008,7,8,0,2008-07-01
"458",1,2008,7,32,0,2008-07-01
"459",1,2008,7,36,0,2008-07-01
"460",1,2008,7,40,0,2008-07-01
"461",1,2008,7,56,0,2008-07-01
"462",1,2008,7,68,0,2008-07-01
"463",1,2008,7,70,0,2008-07-01
"464",1,2008,7,76,0,2008-07-01
"465",1,2008,7,116,0,2008-07-01
"466",1,2008,7,124,0,2008-07-01
"467",1,2008,7,152,0,2008-07-01
"468",1,2008,7,156,0,2008-07-01
"469",1,2008,7,158,0,2008-07-01
"470",1,2008,7,170,0,2008-07-01
"471",1,2008,7,180,0,2008-07-01
"472",1,2008,7,188,0,2008-07-01
"473",1,2008,7,191,0,2008-07-01
"474",1,2008,7,203,0,2008-07-01
"475",1,2008,7,208,0,2008-07-01
"476",1,2008,7,218,0,2008-07-01
"477",1,2008,7,231,0,2008-07-01
"478",1,2008,7,233,0,2008-07-01
"479",1,2008,7,246,0,2008-07-01
"480",1,2008,7,250,2,2008-07-01
"481",1,2008,7,276,2,2008-07-01
"482",1,2008,7,288,0,2008-07-01
"483",1,2008,7,300,0,2008-07-01
"484",1,2008,7,344,0,2008-07-01
"485",1,2008,7,348,0,2008-07-01
"486",1,2008,7,352,0,2008-07-01
"487",1,2008,7,356,0,2008-07-01
"488",1,2008,7,360,0,2008-07-01
"489",1,2008,7,372,0,2008-07-01
"490",1,2008,7,376,0,2008-07-01
"491",1,2008,7,380,0,2008-07-01
"492",1,2008,7,392,1,2008-07-01
"493",1,2008,7,400,0,2008-07-01
"494",1,2008,7,404,0,2008-07-01
"495",1,2008,7,410,0,2008-07-01
"496",1,2008,7,422,2,2008-07-01
"497",1,2008,7,442,0,2008-07-01
"498",1,2008,7,450,0,2008-07-01
"499",1,2008,7,484,0,2008-07-01
"500",1,2008,7,504,0,2008-07-01
"501",1,2008,7,524,0,2008-07-01
"502",1,2008,7,528,1,2008-07-01
"503",1,2008,7,554,0,2008-07-01
"504",1,2008,7,562,0,2008-07-01
"505",1,2008,7,578,0,2008-07-01
"506",1,2008,7,591,0,2008-07-01
"507",1,2008,7,598,0,2008-07-01
"508",1,2008,7,604,0,2008-07-01
"509",1,2008,7,608,0,2008-07-01
"510",1,2008,7,616,0,2008-07-01
"511",1,2008,7,620,0,2008-07-01
"512",1,2008,7,642,0,2008-07-01
"513",1,2008,7,643,0,2008-07-01
"514",1,2008,7,646,0,2008-07-01
"515",1,2008,7,702,0,2008-07-01
"516",1,2008,7,704,0,2008-07-01
"517",1,2008,7,705,0,2008-07-01
"518",1,2008,7,710,0,2008-07-01
"519",1,2008,7,716,0,2008-07-01
"520",1,2008,7,724,0,2008-07-01
"521",1,2008,7,752,0,2008-07-01
"522",1,2008,7,756,0,2008-07-01
"523",1,2008,7,760,0,2008-07-01
"524",1,2008,7,764,0,2008-07-01
"525",1,2008,7,792,0,2008-07-01
"526",1,2008,7,800,0,2008-07-01
"527",1,2008,7,818,0,2008-07-01
"528",1,2008,7,826,3,2008-07-01
"529",1,2008,7,834,0,2008-07-01
"530",1,2008,7,840,7,2008-07-01
"531",1,2008,7,854,0,2008-07-01
"532",1,2008,7,858,0,2008-07-01
"533",1,2008,8,8,0,2008-08-01
"534",1,2008,8,32,0,2008-08-01
"535",1,2008,8,36,0,2008-08-01
"536",1,2008,8,40,0,2008-08-01
"537",1,2008,8,56,4,2008-08-01
"538",1,2008,8,68,0,2008-08-01
"539",1,2008,8,70,0,2008-08-01
"540",1,2008,8,76,0,2008-08-01
"541",1,2008,8,116,0,2008-08-01
"542",1,2008,8,124,4,2008-08-01
"543",1,2008,8,152,0,2008-08-01
"544",1,2008,8,156,0,2008-08-01
"545",1,2008,8,158,0,2008-08-01
"546",1,2008,8,170,0,2008-08-01
"547",1,2008,8,180,0,2008-08-01
"548",1,2008,8,188,0,2008-08-01
"549",1,2008,8,191,0,2008-08-01
"550",1,2008,8,203,0,2008-08-01
"551",1,2008,8,208,0,2008-08-01
"552",1,2008,8,218,0,2008-08-01
"553",1,2008,8,231,0,2008-08-01
"554",1,2008,8,233,0,2008-08-01
"555",1,2008,8,246,0,2008-08-01
"556",1,2008,8,250,6,2008-08-01
"557",1,2008,8,276,5,2008-08-01
"558",1,2008,8,288,0,2008-08-01
"559",1,2008,8,300,0,2008-08-01
"560",1,2008,8,344,0,2008-08-01
"561",1,2008,8,348,0,2008-08-01
"562",1,2008,8,352,0,2008-08-01
"563",1,2008,8,356,0,2008-08-01
"564",1,2008,8,360,0,2008-08-01
"565",1,2008,8,372,0,2008-08-01
"566",1,2008,8,376,0,2008-08-01
"567",1,2008,8,380,4,2008-08-01
"568",1,2008,8,392,1,2008-08-01
"569",1,2008,8,400,0,2008-08-01
"570",1,2008,8,404,0,2008-08-01
"571",1,2008,8,410,0,2008-08-01
"572",1,2008,8,422,1,2008-08-01
"573",1,2008,8,442,0,2008-08-01
"574",1,2008,8,450,0,2008-08-01
"575",1,2008,8,484,0,2008-08-01
"576",1,2008,8,504,0,2008-08-01
"577",1,2008,8,524,0,2008-08-01
"578",1,2008,8,528,1,2008-08-01
"579",1,2008,8,554,0,2008-08-01
"580",1,2008,8,562,0,2008-08-01
"581",1,2008,8,578,2,2008-08-01
"582",1,2008,8,591,0,2008-08-01
"583",1,2008,8,598,0,2008-08-01
"584",1,2008,8,604,0,2008-08-01
"585",1,2008,8,608,0,2008-08-01
"586",1,2008,8,616,0,2008-08-01
"587",1,2008,8,620,0,2008-08-01
"588",1,2008,8,642,0,2008-08-01
"589",1,2008,8,643,0,2008-08-01
"590",1,2008,8,646,0,2008-08-01
"591",1,2008,8,702,0,2008-08-01
"592",1,2008,8,704,0,2008-08-01
"593",1,2008,8,705,0,2008-08-01
"594",1,2008,8,710,0,2008-08-01
"595",1,2008,8,716,0,2008-08-01
"596",1,2008,8,724,0,2008-08-01
"597",1,2008,8,752,2,2008-08-01
"598",1,2008,8,756,0,2008-08-01
"599",1,2008,8,760,0,2008-08-01
"600",1,2008,8,764,0,2008-08-01
"601",1,2008,8,792,0,2008-08-01
"602",1,2008,8,800,0,2008-08-01
"603",1,2008,8,818,0,2008-08-01
"604",1,2008,8,826,4,2008-08-01
"605",1,2008,8,834,0,2008-08-01
"606",1,2008,8,840,27,2008-08-01
"607",1,2008,8,854,0,2008-08-01
"608",1,2008,8,858,0,2008-08-01
"609",1,2008,9,8,0,2008-09-01
"610",1,2008,9,32,1,2008-09-01
"611",1,2008,9,36,0,2008-09-01
"612",1,2008,9,40,1,2008-09-01
"613",1,2008,9,56,4,2008-09-01
"614",1,2008,9,68,0,2008-09-01
"615",1,2008,9,70,0,2008-09-01
"616",1,2008,9,76,0,2008-09-01
"617",1,2008,9,116,0,2008-09-01
"618",1,2008,9,124,2,2008-09-01
"619",1,2008,9,152,0,2008-09-01
"620",1,2008,9,156,0,2008-09-01
"621",1,2008,9,158,0,2008-09-01
"622",1,2008,9,170,0,2008-09-01
"623",1,2008,9,180,0,2008-09-01
"624",1,2008,9,188,0,2008-09-01
"625",1,2008,9,191,1,2008-09-01
"626",1,2008,9,203,0,2008-09-01
"627",1,2008,9,208,1,2008-09-01
"628",1,2008,9,218,0,2008-09-01
"629",1,2008,9,231,0,2008-09-01
"630",1,2008,9,233,0,2008-09-01
"631",1,2008,9,246,0,2008-09-01
"632",1,2008,9,250,8,2008-09-01
"633",1,2008,9,276,7,2008-09-01
"634",1,2008,9,288,0,2008-09-01
"635",1,2008,9,300,0,2008-09-01
"636",1,2008,9,344,0,2008-09-01
"637",1,2008,9,348,0,2008-09-01
"638",1,2008,9,352,0,2008-09-01
"639",1,2008,9,356,0,2008-09-01
"640",1,2008,9,360,0,2008-09-01
"641",1,2008,9,372,0,2008-09-01
"642",1,2008,9,376,1,2008-09-01
"643",1,2008,9,380,6,2008-09-01
"644",1,2008,9,392,2,2008-09-01
"645",1,2008,9,400,0,2008-09-01
"646",1,2008,9,404,0,2008-09-01
"647",1,2008,9,410,1,2008-09-01
"648",1,2008,9,422,1,2008-09-01
"649",1,2008,9,442,0,2008-09-01
"650",1,2008,9,450,0,2008-09-01
"651",1,2008,9,484,0,2008-09-01
"652",1,2008,9,504,0,2008-09-01
"653",1,2008,9,524,0,2008-09-01
"654",1,2008,9,528,1,2008-09-01
"655",1,2008,9,554,0,2008-09-01
"656",1,2008,9,562,0,2008-09-01
"657",1,2008,9,578,1,2008-09-01
"658",1,2008,9,591,0,2008-09-01
"659",1,2008,9,598,0,2008-09-01
"660",1,2008,9,604,0,2008-09-01
"661",1,2008,9,608,0,2008-09-01
"662",1,2008,9,616,0,2008-09-01
"663",1,2008,9,620,0,2008-09-01
"664",1,2008,9,642,0,2008-09-01
"665",1,2008,9,643,0,2008-09-01
